	TCGA-BH-A0B5	TCGA-BH-A0C3	TCGA-A7-A13F	TCGA-BH-A18P	TCGA-AC-A2FM
GPC3	11.8812954	30.23852697	7.397828667	5.020619436	3.77430077
GPC4	50.496314	3.381353384	3.657835154	35.01331425	1.790090274
GPC5	0.00486428	0.022546477	0	0.092069901	0
GPC6	2.865093995	4.577126613	1.030759964	3.152150674	0.170953944
MIR485	0	0.179751273	0	0	0
MPHOSPH10	11.37226396	8.159161469	7.885814725	11.18738598	5.329270844
MIR488	0	0	0	0	0
MIR489	0	0	0	0	0
LOC105374580	0	0	0	0	0.04412683
ANKDD1A	0.995983031	0.819932473	0.751461891	0.683276952	0.677550762
ANKDD1B	0.072015613	0.107292972	0.016625244	0.09736385	0.040166558
NYX	0	0	0.006096294	0	0
GSC2	0	0	0	0	0
JMJD1C-AS1	0.126653462	0.146763212	0.13644738	0.2679297	0.432674313
ORM1	0.018766079	0.130474287	9.542533102	0.062682309	0
ORM2	0.022247681	0.07734035	5.992014889	0.322016617	0.021715045
NXF2B	0.004371313	0	0	0	0
ALDH3A2	8.395200313	61.06354245	47.91607459	10.04109046	11.72646081
ALDH3A1	0.025893166	0.140020645	0.720632316	0.024024486	0.016848836
EDC3	9.075379513	7.463957626	11.10862963	12.34748955	10.15173053
EDC4	7.696767617	6.332061088	7.453899565	4.778826275	7.400211678
ATXN3L	0	0	0	0	0
LOC101928174	0	0	0	0	0
LOC105369635	6.425130131	18.69721385	8.587413339	2.528007377	40.26838017
LOC105369632	3.806422075	3.747579459	1.582361126	2.717886519	8.366137471
ANAPC1	2.108613357	2.12585857	1.551350505	2.897222078	1.270542792
ANAPC2	9.200663672	7.438607302	5.48110404	8.909925261	17.31845632
ANAPC5	14.01278402	10.46525236	14.66703431	9.714210899	15.59268742
ANAPC4	4.16501279	3.615821346	2.659194481	3.69025715	4.166599689
ANAPC7	11.37626942	6.384236347	9.761130862	10.30723594	8.846324266
AMZ1	0.376220939	0.421983484	2.431881165	0.161109002	3.347294802
RD3L	0	0	0	0	0
PSMD14	7.577736853	9.177962705	9.465172909	13.07128627	6.630959067
PSMD11	10.78134957	19.10034532	29.78777073	14.79377367	16.45759162
PSMD10	18.64788095	15.36993999	19.32689191	20.11175952	29.73168557
PSMD13	19.36626286	15.21973298	19.83591983	26.15520489	32.84761622
PSMD12	9.686616868	17.97110603	21.43166334	13.11894922	16.11269323
RTFDC1	24.24082737	23.52303997	59.13946147	24.43665888	32.43008147
NMI	5.830426616	6.604154749	1.800634911	6.680919471	1.602919787
LEUTX	0	0	0	0	0
EXOSC10	17.69971056	11.39083488	9.637371887	8.915732702	9.036613225
MOBP	0.018304901	0.010605656	0.009860196	0	0.003573332
MYLK4	0.279571266	0.242970718	0.03764876	0.337213405	0.164863796
MYLK2	0.090904501	0.085587216	0.042846128	0.113864437	0.177456285
MYLK3	0.117196351	0.020576443	0.005739044	0.013839436	0.00866595
TRMT44	2.309449797	1.547341034	1.22161389	2.008322574	2.474233188
MOB2	4.606914559	3.928985663	3.519771615	8.737772382	10.43244996
PQLC3	25.96807944	18.7919487	26.69504529	9.019731721	9.68443299
OR10S1	0	0	0	0	0
PQLC1	7.116021737	7.075938968	5.557103554	5.858450568	13.81234814
LRRC27	2.308460637	1.093326689	0.994420521	1.396246855	2.046692331
KIAA1524	21.76395501	2.212169359	4.654378371	4.086620076	2.339097835
LRRC23	13.35938976	3.419453082	3.513117937	1.756808203	10.48892153
HMGB3	11.63586779	11.91279247	6.41476385	17.00804216	16.41607071
EEF1A1	737.7199196	638.2413163	450.4870133	960.3739567	568.3002618
HMGB1	48.23543723	25.86677378	21.28430724	42.18998539	35.46219027
CHP1	26.59087833	52.94048148	64.35454331	34.77729297	17.16357188
CFAP126	0	0	0	0	0
FYCO1	11.97547996	14.00247261	13.02849288	8.482625305	9.026330391
GCHFR	3.268999482	5.438914257	4.176172154	1.573922349	2.166682125
MNDA	4.261959738	6.080551687	2.654063904	4.653824044	1.482824372
MIR219A2	0.022484358	0.013027187	0	0	0
MIR219A1	0.307422494	0.356234341	0.165597502	0	0.150031223
MND1	3.363766949	1.28201982	3.142302904	3.546128389	1.821595215
HIKESHI	5.476272085	3.23016348	5.44714614	4.435376498	4.336915409
FGFR1OP	0.794159567	0.657878513	0.376114652	1.135073975	2.536645054
TPSAB1	27.76663554	13.15263366	5.433394242	1.220176925	14.22220579
CALY	0.044938836	0.08462045	0	0.006254348	0.148037452
CALR	198.7808121	244.5790268	495.8046577	315.0407161	272.4890948
ASAH2B	0.941744471	1.964290543	0.465010392	1.599017124	0.834938204
CHPF	27.90816967	24.59918146	51.11699648	28.40676656	30.64993843
COL23A1	0.084871241	0.338750447	0.162549696	0.467227337	0.18408739
AGMO	0.103702598	0.436975495	0.060939142	0.041986254	0.13342615
C1orf234	0.051392818	0.029776427	0	0.028610314	0.025081207
RIBC2	6.185713219	0.669288762	3.251732774	3.26725061	1.827653077
RIBC1	2.751189947	1.407441058	1.39371904	0.974930158	1.698315344
GSTTP1	0	0	0	0.009282834	0
C5orf49	7.940136541	0.410752385	0.549908687	0.749866143	1.273220942
CLEC1B	0.032250044	0.016015985	0	0.046166289	0
HTN3	0	0	0	0	0
C5orf46	0.576417177	0.159033188	0.724489073	1.604453425	0.107165159
C5orf47	0	0.028416082	0.013209373	0.006825811	0.107709145
C5orf42	3.083358716	2.757958461	2.839517189	2.913454085	1.145194088
RFFL	2.993504869	3.356018776	3.667969114	3.958858137	4.701695096
RFC3	13.53717946	6.660491415	8.949409907	9.026325219	7.332945669
RFC2	18.56770687	14.53294328	31.62006041	18.04225171	18.81734888
FAM45A	2.143374979	2.311967235	2.477646124	3.193107979	3.083176937
RAB27A	4.832648702	4.208713306	5.365595435	8.79311086	1.654760069
RAB27B	19.81121225	5.459751432	6.607857281	38.96329076	3.797211113
LSAMP	0.463216953	1.407349803	0.086405667	0.278830086	0.063904877
FAM122A	5.970233948	5.38653859	4.319934845	6.85393566	6.957969748
FAM122B	14.47028746	9.547306834	13.59975129	12.19559475	27.74180871
FAM122C	0.530713247	0.415526145	0.225610442	0.772954194	0.403205729
MIR6892	0	0	0	0	0
MIR6893	0	0	0	0	0
MIR6890	54.65615914	51.70078978	48.73619323	30.07901115	41.56733646
MIR6891	0	0	0	0.202425665	0
MIR6894	0	0	0	0	0
MIR6895	0	0.251190882	0.467069879	0	0
CYP2D6	0.692109586	0.401000589	0.149125872	0.254295688	0.263460477
CYP2D7	0.246890189	0.078024778	0.064480443	0.05830934	0.09493126
C10orf55	0.154689521	0.155870237	0.057965713	0.262090509	0.045952284
C10orf53	0	0	0	0	0
SPRR4	0	0	0	0	0
SPRR3	0	0.122370575	0	0	0
DHX40	13.09327881	13.51609114	12.46484382	13.74435841	18.58199469
TRIM9	3.302257168	0.131422395	0.283061578	0.10312507	0.15497915
TRIM8	38.92489583	42.55876456	37.6495803	36.97975359	50.2007764
PFN2	41.35145333	16.30652341	2.21342243	11.83166243	32.47434538
PFN3	0	0	0	0	0
PFN4	0.864625765	0.723601006	1.207481788	0.67743589	0.281308543
RBMY1D	0	0	0	0	0
TRIM3	4.941438618	2.055647346	4.188802397	26.67004897	9.572483914
TRIM2	2.940326685	4.171335046	2.365526521	1.916244242	2.044141249
TRIM5	5.663062788	4.563789037	2.775585115	3.534695949	1.989069228
TRIM4	12.94304642	10.53553414	10.10039806	9.838110813	11.18224942
TRIM7	0.158989965	0.22161485	0.295403558	0.07953028	0.069720151
TRIM6	1.512188428	1.56862246	2.741358198	1.97938144	0.2634194
TSN	27.94252132	21.88695063	17.79825573	30.22260653	18.12494281
PPA2	14.21614356	7.880938499	13.3349755	14.31941931	11.58148197
PPA1	17.54258219	22.97646055	28.0862459	24.03165709	16.44917838
NUP62	16.36054512	13.82567965	18.93285598	17.66853251	18.25521102
CPEB2-AS1	0.032842157	0.076113521	0.029484826	0.085321533	0.010685293
CSF1R	11.71858023	12.16044756	10.16699867	6.509099239	5.507552689
SIPA1	7.207262228	6.693819415	6.483431626	4.477697128	7.502520414
RMND1	4.3749084	11.83995048	7.36151729	6.005465337	45.21231676
FAM159B	0	0.014534784	0.013513149	0	0.012242904
FAM159A	0.229218526	0.265613325	0.283258886	0.195161586	0.052642534
SSX2IP	5.202233412	3.236376001	7.232311339	4.757061708	2.093733558
PSPC1-AS2	1.079249182	0.260543734	0.387568623	1.552109554	0.307244791
LRAT	0.071550329	0.16323089	0.052994705	0.83647146	0.144039497
LINC01114	0	0.02089351	0	0	0
LINC01115	0	0.012898544	0	0.024786816	0.032594012
LINC01117	2.830134122	1.009075816	2.684148358	1.346608501	0.566641528
LINC01111	0	0.011781653	0	0	0.009923893
PPAN	1.741227678	1.122627773	0.95204139	1.989696171	2.057338718
LINC01118	0.022375259	0	0	0	0.021839569
LINC01119	0.256909611	0.311547701	0.102986433	0.073173659	0.163284864
PPAT	3.422682321	4.225493386	5.03368911	7.05050936	5.692304305
IDH1-AS1	0.129070513	0.508517724	0.166861605	0.14370677	0.226764749
DCXR	14.91694112	70.65595377	52.54020442	13.73812542	85.07685344
NFYC	7.175133612	6.008959459	7.363739959	6.837770833	5.787625018
NFYB	12.18307405	6.566543229	5.417671315	10.06994163	9.217414586
NFYA	16.20723969	13.37210803	13.07268659	28.47302089	12.73592255
CCNI2	0.262018856	0.117730831	0.017282472	0.05953696	0.120043957
MIR4638	0	0	0	0	0
MIR4639	0.245046916	0.28395491	1.319980092	0.545669184	0.23918021
MIR4632	0	0	0	0	0
MIR4633	0.428056638	0.4960225	0	0	0.626712702
MIR4634	0	0	0	0	0
MIR4635	5.136679652	6.200281256	0	1.668089974	6.267127024
MIR4636	0	0	0	0	0
MIR4637	0	0	0	0.224114129	0
MIR3943	0	0	0	0	0
MIR3942	1.085850095	0.359502546	0	0.172711806	0.302815312
MIR3941	0	0.190222221	0	0	0
MIR3940	43.70277217	32.81798134	40.65903174	35.27064255	61.57231402
MIR3945	0	0	0	0	0
MIR3944	0	0.362831273	0	0	0
LOC102724710	0.028804493	0.033378005	0	0	0.08434464
LOC100128108	0.261590167	0.192897639	0.0768596	0.158865712	0.185692653
NLE1	3.169327271	3.988155283	3.514437933	3.31162163	7.065995476
SKIL	15.02447445	10.11367697	10.27121594	17.46362265	6.782059049
CYTH1	7.904611788	8.919641134	4.761835841	5.450534237	9.249926015
GCGR	0.005216982	0.018135966	0.011240805	0.005808574	0
CYTH3	7.915546989	12.13760568	4.315571275	8.997904458	23.75494359
CYTH2	14.97896625	7.636054872	7.532256992	13.38915174	12.90561983
CYTH4	3.153313509	3.555404909	1.741448171	1.94947645	1.210769744
DPH1	3.154324603	2.24959171	3.075505464	2.642187628	6.773947493
DPH2	8.009772429	8.920448334	11.91171659	7.510959395	7.17026352
DPH3	7.357599001	5.61054086	6.238962611	8.250067679	7.213881952
MYH7B	0.356030212	0.135873015	0.029858079	0.087825837	0.116529105
DPH5	5.670237117	5.224770338	6.881496211	6.040668103	2.983954318
SPAST	6.159359758	6.44952947	5.101661018	4.257695549	4.48280515
DPH7	3.804825664	2.894055749	2.084123203	3.601050803	6.66406841
LINC00244	0.027582769	0	0.059431404	0.214974075	0
LINC00243	0.202493859	3.01429058	0.553771473	0.372869753	0.843796052
LINC00242	0.272713503	0.210676223	0.105467392	0.15571205	0.136504835
LINC00240	0.258280432	0.072555058	0.059023334	0.092951517	0.094218034
ENO2	13.28250448	7.542415485	14.93510761	2.708844078	49.62980979
KCNQ1DN	0	0	0	0	0
PAH	0.004714412	0.101064671	0.985320145	0.367430944	1.02384335
PAM	26.78061398	19.92955156	14.26822975	10.47473869	4.736855097
DCN	49.84422502	121.615609	13.21196606	32.01390176	16.12190417
DCK	8.828751057	9.508045805	9.618715789	12.36759967	13.27639168
DCD	0.115809844	0	0	0.236394355	0.037679074
THRB	3.393684534	3.266606326	2.857122599	5.211676414	7.650059142
DCC	0.042399075	0.010421749	0.005536695	0.135898993	0.007524362
THRA	7.794456804	8.42671592	3.963013084	7.339246605	7.356466994
TAF4B	0.999764164	1.314666494	0.952147271	1.144539849	0.734165761
DCX	0.045030815	0.007730475	0.251548781	0.001856933	0.120463026
DCT	0.0112079	0.031169915	0	0.007487308	0.015315397
CDH20	0.036944437	0.299672734	0.013267098	0.045704265	0.016026642
CREB5	0.504031741	1.124484793	0.235615429	0.246729038	0.144196532
CDH23	0.776174131	1.142439331	1.146867469	0.160537149	0.173633787
CDH24	3.866157756	2.399449292	1.45803564	2.913244496	2.241261515
CDH26	0.300041787	0.276100207	0.120424071	0.081878857	0.037325095
FLRT1	0.205519216	0.04465333	0.032289207	0.023835891	0.083582854
FLRT3	3.596665483	7.229360692	0.22111574	1.454539562	0.13991351
FLRT2	0.469955875	1.00325202	0.145103631	0.213075068	0.123424637
TRPT1	10.05313288	7.721903221	7.286290106	4.795839546	9.92446355
PXYLP1	4.596297602	2.400490059	1.771977812	3.483747992	2.543850439
ARCN1	48.2068941	48.65622102	69.43954833	53.51568548	41.84136254
QRFP	0.071385802	0.141806191	0.054932826	0.386049429	0.16921495
AES	69.71057472	38.88622601	75.81977605	58.02956943	41.85044214
LINC00939	0.235163243	0.051472587	0.005629957	0.13964274	0.487120382
NBEAL2	17.49888036	8.809716256	6.480041587	6.183167083	16.59083429
LINC00930	0.469389807	0.035472943	0.109931957	0.715758583	0.25895552
LINC00935	0.077089227	0.059552853	0.027683473	0	0
LINC00934	0	0	0	0	0
LINC00937	0.364260098	0.055356917	0.016083105	0.206107432	0.119484516
AEN	3.972789529	4.102200041	5.645119245	4.091702825	4.072382889
FAM196B	0.022551834	0.150262235	0.121478661	0.069050169	0.005502979
FAM196A	0.491094704	0.582407177	22.65082243	0.111065409	29.81253506
PPP6C	19.86518076	16.40898922	16.80946963	25.95244642	25.97907289
ZNF192P1	0.120058489	0.162307954	0.086228285	0.103967738	0.091143228
SLC39A13	9.74510529	7.915800611	8.535640896	9.51546351	18.96958908
HSPA4L	0.471411139	0.337197982	0.147343445	0.51676811	1.721208382
PRAC2	0	0	0	0.45846178	0.326551976
PRAC1	0	0	0	0	0
MOS	0	0	0	0	0
MOK	1.694049016	0.733242817	0.661848497	1.046530943	2.430017923
EIF4EBP1	18.78342845	23.7744093	39.86069238	12.31646036	38.02096
OR4C3	0	0	0	0	0
EIF4EBP3	5.627922653	2.750376571	12.31077236	2.234005965	22.18768545
ASPRV1	0.854343634	0.73799581	0.577347287	0.821511599	0.538237873
MOG	0	0	0.034197231	0	0
YBEY	8.09387115	4.17446717	2.782257982	4.604819805	6.612333467
SH2D1B	0.15717346	0.105074484	0.169327443	0.080767623	0.023601622
SH2D1A	0.814355914	1.44747464	0.074349899	0.676184344	0.18861068
LRRC37A2	0.898469087	0.527813167	0.981427471	0.986420625	0.786575771
LRRC37A3	1.203779745	0.694892404	0.631745478	1.87738479	0.900658577
SATB2-AS1	0.02269562	0.017532786	0	0.008423081	0.055380653
CSDC2	1.430696993	0.560658048	0.425967729	0.729853521	0.223431113
LOC105378828	0.527832587	1.019401081	0.549694103	0.901120702	0.274771022
NDUFV2-AS1	0.767482833	1.176667901	0.407055313	0.893952448	0.587761983
PDHA2	0	0	0	0	0
PDHA1	10.93221211	13.40061144	10.85726959	10.42467396	13.35555037
ERCC6	1.546666204	1.138351867	1.096487719	2.508043323	1.055854105
LOC105376468	0	0	0	0	0
TCAP	0.318572533	0.332239282	0.274565807	0.567516514	1.344839457
MRPS17	5.341092062	3.049194361	6.496576403	4.385951915	7.307681046
CKMT2	0.568551835	1.468034429	0.332889716	0.40596112	0.530812221
MRPS14	14.04022471	11.76026516	16.08798249	19.87790377	15.92447824
RFPL4B	0.044495361	0.257801168	0	0.009908204	0.043430091
RFPL4A	0	0	0.017599735	0	0.015945347
RILPL1	2.035161464	1.516315978	1.31275145	2.240885599	2.996915753
RILPL2	6.781466894	3.228790659	3.971805264	3.831946517	4.444989522
PLCH1-AS2	0	0	0	0.046141144	0
FMR1	6.980130997	6.843194299	2.540337351	7.016673925	9.710982075
LYPD6	6.60472766	1.319687918	5.450602473	1.836551389	4.807080265
SEL1L2	0	0.146290879	0.023449698	0.004846959	0.008498164
LYPD4	0.007809809	0	0	0.095649633	0.007622833
LYPD5	1.039536091	1.239228086	3.084257548	0.835706664	0.23015986
LYPD2	0	0	0	0	0.02778356
LYPD3	11.15581191	7.941381276	84.0642343	2.563388761	45.06177946
LYPD1	0.280401943	0.349292793	0.249220122	0.444883271	0.294215457
CALCOCO1	13.90207499	9.278987781	6.188597154	10.02000217	17.04130773
CALCOCO2	10.50449345	21.19173245	20.47820884	12.61289468	22.22705453
LYPD8	0.045350659	0.175171111	0.366431666	0	0.007377485
ANKRD30A	39.90209115	0.011720572	0	19.69272754	3.659385675
RGS5	12.7016284	57.5866052	20.41090576	11.05082096	40.275058
RGS6	0.052974224	0.17100205	0.004076474	0.021064772	0.014773131
ANKRD30B	3.909075899	0.101534529	0.283193322	12.84621289	0.124148203
RGS1	40.7325471	14.54832669	31.89189888	8.861789486	1.667580459
RGS2	16.0047436	6.272341777	7.586988624	5.532710639	3.039277536
RGS3	4.877682576	5.79988145	3.110130718	5.912596406	6.626261165
RGS8	0.01011712	0.035170481	0.237063291	0.0450575	0.350559117
RGS9	0.304569775	0.229938378	0.218747792	0.15413963	0.40087491
PDXDC2P-NPIPB14P	1.183631913	0.688987747	0.402211794	0.458785155	0.92045652
ACTN1-AS1	0.126450492	0.146528014	0.019461245	0.080451226	0.141054996
FSD1L	1.114433776	0.408639778	0.44999868	0.695690918	0.843802209
LOC105372397	0.032767902	0	0	0	0
DM1-AS	1.004286727	0.763111539	0.42568394	0.38494384	0.401738912
CDK2AP1	33.55609729	20.86890944	16.24045573	53.8615924	20.4638352
CDK2AP2	24.49558879	12.73198121	13.79487069	13.87442954	70.20703264
LINC01659	0.88990722	0.07236524	0	0.330273453	0
LINC01658	0.557178919	0	0	0.023860059	0
LINC01657	0	0	0	0	0
LINC01656	0	0	0	0	0
LINC01655	0.279805344	0.046318886	0.172252721	0.623069068	0
LINC01654	0	0	0	0	0
LINC01653	0	0	0	0	0
TNNI3	1.546180982	0.192653774	0.044778086	0.194364466	1.200839875
MLYCD	0.629834712	1.09839473	0.826194333	0.504392	0.848608011
CD28	0.733786343	1.528124999	0.432553558	0.458596691	0.354730936
SUZ12	10.50598883	8.259717886	12.67059918	11.2171398	16.46310229
MRPS9	12.31696652	10.91676883	10.86285026	15.77810282	6.454868114
MRPS7	13.65782697	23.78968083	32.51320638	13.03179162	30.21161219
MRPS6	7.099178442	7.223709862	8.563382358	4.852000518	5.957974026
MRPS5	5.946445077	4.298246472	4.324167554	4.670673207	3.52715165
IFI35	25.49518785	28.9077036	17.52328766	10.77247215	24.24072639
CD27	3.573513959	3.751829764	0.581352934	1.508717244	0.854433134
MRPS2	11.76851736	13.00891478	14.98509542	11.42218033	25.01636682
IFI30	0.456611	0.434344572	0.12481553	0.394570946	0.126386641
CD24	102.6669036	14.89236686	50.24763995	551.1331879	284.5869936
NKIRAS2	8.32045664	10.27869838	9.814761061	11.33390973	21.08146232
NKIRAS1	1.98147208	4.394719364	2.145186189	3.062613467	3.169533778
FAT3	0.22889263	0.188002304	0.062356736	0.0917845	0.02824758
FAT2	0.856054383	0.145561807	0.345844409	0.49080948	0.10217439
FAT1	6.893108997	12.26538818	4.513112868	21.94553482	2.090346621
PSG8	0	0.009580875	0	0.018411332	0
PSG9	0	0.085388976	0.018042517	0.007458632	0.013077206
PSG6	0	0	0	0	0.003210785
PSG7	0	0	0	0	0
PSG4	0	0.359130094	0	0.009001715	0
PSG5	0	0.008376609	0.003893913	0.048291373	0
PSG2	0	0	0	0	0
PSG3	0	0.01686135	0	0.010800681	0.004734204
PSG1	0	0.003949383	0	0.034152445	0
LOC101927023	0.023780924	0	0	0	0
LOC101927027	1.774921174	1.635597313	2.053309696	1.133958118	2.14078543
LSM8	6.741512927	3.738739644	4.206336559	4.80795181	3.521264204
TMEM244	0.252361749	0.409403646	0.054375299	0.084293672	0.024631992
COL27A1	3.371252039	1.099543729	1.604358988	2.320225317	1.864128289
LSM5	8.240113039	6.176698821	8.633192063	8.013188531	6.39986409
LSM6	3.42708224	4.053960478	2.49635851	2.457082353	2.603804828
OXER1	0.541139539	0.583056207	0.255695189	0.095132106	0.240926051
TMEM241	7.505004182	2.652378356	5.261619083	10.37890529	3.819974632
LSM2	30.58240115	25.63266507	44.73592695	24.19184048	19.24634515
AKR7A2	29.81014305	34.95036924	22.06138091	22.48288783	29.97676058
LSM3	15.67612973	8.879712892	19.12770522	12.54874636	13.39741458
MIR525	0	0	0	0	0
DDA1	7.243759578	6.032188339	7.926773396	6.586497749	25.97603245
RASSF9	0.580272132	1.441363517	0.28532199	0.304814148	0.339827849
GAMT	19.31399899	22.53800458	30.85072919	5.573151356	14.84646316
RASSF8	10.83423204	3.37134495	7.629134968	6.004223132	1.641895701
OR4F29	0	0	0	0	0
OR4F21	0	0	0	0	0
SSTR5-AS1	0.016815751	0.029228576	0.199276955	0.004680653	0.053342777
PTPMT1	3.443356332	3.074796413	10.29121997	4.301028236	9.137120486
FRGCA	0.040066913	0	0	0.133831186	0
DCBLD2	3.810877301	5.267522251	5.7891559	3.491600328	2.853041852
HIST1H1T	0.094196307	0.027288146	0	0	0
BMS1P22	0.032267628	0.074782018	0.011587611	0.035926692	0
OR8B2	0	0	0	0	0
OR8B3	0	0	0	0	0
PLCD4	3.106712065	1.653056066	2.067781324	4.559597565	1.012653216
CTRB1	0.016641966	0.019284339	0	0.018529121	0.016243538
PLCD3	3.788047204	4.392411711	11.89697665	1.337901499	4.977964738
OR8B4	0	0	0	0	0
PLCD1	5.589046414	4.40090617	4.007121761	2.077185753	12.91124048
HIST1H1D	0.43159164	1.882800122	1.148739431	0	0.14867959
HIST1H1E	0.691700612	0.860899658	0.551991675	0.085570849	0.225046834
OR8B8	0	0	0	0	0
HIST1H1A	0	0	0	0	0
HIST1H1B	0.372428132	0.891893615	0.05349699	0.055288067	0.048468236
HIST1H1C	75.98172007	222.5715542	208.3459044	15.62934235	17.94298642
SOS2	9.48011569	8.884293466	3.554928222	16.31297609	10.54954338
SOS1	8.095436892	10.95450404	5.563239423	7.887520518	4.400678312
LINC02080	0.08221185	0.057159157	0.011809222	0.030511486	0.064194883
GNMT	0.741312638	3.801605284	2.039073724	0.316101272	5.126533291
LOC105369848	0.168941587	0.473100561	0.151671318	0.078374633	0.590880669
CAB39	22.75672072	18.12342211	14.77988604	23.83754812	12.97798067
CKMT1A	0.978926566	0.434837351	4.195065709	1.416914546	0.403429084
CKMT1B	1.232790781	0.417831057	4.189091862	0.906015275	0.404262805
DEFA1B	0	0	0	0	0
BCL2L15	0.107391768	0.069135105	0.128551343	0.221425392	0.038822476
BCL2L14	0.615205813	0.122647191	0.014253306	0.239370725	0.038740457
BCL2L11	12.14406582	9.478626423	8.990218266	22.9763771	4.513781048
BCL2L10	0.076913892	0.089126105	0.151912796	0.313997658	0.087584565
BCL2L13	5.587530222	7.060293121	12.63594098	11.87471434	6.840891146
NTMT1	4.192171056	3.48001788	4.293835536	8.657656811	8.347065582
FAM27C	0.109793748	0.12722655	0.059141965	0.091683053	0.133956449
C22orf15	0.486334723	0.028177692	0.026197112	0.02707419	0.015823044
HSD11B2	1.73255684	1.091750347	17.52088458	2.069828921	2.999502306
